assay_id,image_id,gene,gene name
51239,832_H3_1,ENSG00000132170,PPARG
51239,832_H3_2,ENSG00000132170,PPARG
63663,1201_H11_4,ENSG00000132170,PPARG
63663,1201_H11_5,ENSG00000132170,PPARG
75390,1568_C2_2,ENSG00000029364,SLC39A9
75390,1568_C2_3,ENSG00000029364,SLC39A9
61866,1101_G11_1,ENSG00000163166,IWS1
61866,1101_G11_4,ENSG00000163166,IWS1
4705,29_H5_1,ENSG00000186376,ZNF75D
4705,29_H5_2,ENSG00000186376,ZNF75D
76303,1706_F6_3_cr57e394f96ddc8,ENSG00000137727,ARHGAP20
76303,1706_F6_8_cr57e39501f2df4,ENSG00000137727,ARHGAP20
49148,1353_E4_1,ENSG00000011332,DPF1
49148,1353_E4_2,ENSG00000011332,DPF1
1572,1913_H4_1,ENSG00000198807,PAX9
1572,1913_H4_2,ENSG00000198807,PAX9
1472,59_E6_1,ENSG00000124092,CTCFL
1472,59_E6_2,ENSG00000124092,CTCFL
46329,795_D1_1,ENSG00000079739,PGM1
46329,795_D1_2,ENSG00000079739,PGM1
34511,1478_D9_1,ENSG00000188996,HUS1B
34511,1478_D9_2,ENSG00000188996,HUS1B
63449,1478_A11_1,ENSG00000188996,HUS1B
63449,1478_A11_2,ENSG00000188996,HUS1B
31212,402_B3_1,ENSG00000124749,COL21A1
31212,402_B3_2,ENSG00000124749,COL21A1
24841,260_B10_1,ENSG00000167447,SMG8
24841,260_B10_2,ENSG00000167447,SMG8
77371,1890_D7_33,ENSG00000130957,FBP2
77371,1890_D7_34,ENSG00000130957,FBP2
46119,802_H10_1,ENSG00000044115,CTNNA1
46119,802_H10_2,ENSG00000044115,CTNNA1
63535,1174_G10_2,ENSG00000044115,CTNNA1
63535,1174_G10_3,ENSG00000044115,CTNNA1
43232,859_A4_1,ENSG00000189064,GAGE2A
43232,859_A4_2,ENSG00000189064,GAGE2A
23004,191_A2_1,ENSG00000125319,HROB
23004,191_A2_2,ENSG00000125319,HROB
34736,606_E4_1,ENSG00000179021,C3orf38
34736,606_E4_3,ENSG00000179021,C3orf38
59740,1753_D8_13_cr57f3de7e0505b,ENSG00000144837,PLA1A
59740,1753_D8_18_cr57f3de86becc8,ENSG00000144837,PLA1A
34726,382_B12_1,ENSG00000144362,PHOSPHO2
34726,382_B12_2,ENSG00000144362,PHOSPHO2
6738,91_E5_1,ENSG00000136807,CDK9
6738,91_E5_2,ENSG00000136807,CDK9
50530,777_F9_1,ENSG00000112186,CAP2
50530,777_F9_2,ENSG00000112186,CAP2
47238,619_C8_1,ENSG00000171421,MRPL36
47238,619_C8_2,ENSG00000171421,MRPL36
59857,1049_A9_1,ENSG00000125657,TNFSF9
59857,1049_A9_2,ENSG00000125657,TNFSF9
54476,861_D1_1,ENSG00000184216,IRAK1
54476,861_D1_2,ENSG00000184216,IRAK1
20291,235_D4_1,ENSG00000119705,SLIRP
20291,235_D4_2,ENSG00000119705,SLIRP
31251,321_E6_2,ENSG00000187961,KLHL17
31251,321_E6_3,ENSG00000187961,KLHL17
42059,1105_B1_1,ENSG00000103528,SYT17
42059,1105_B1_2,ENSG00000103528,SYT17
75204,1951_F3_1,ENSG00000023171,GRAMD1B
75204,1951_F3_2,ENSG00000023171,GRAMD1B
54013,981_F7_1,ENSG00000164168,TMEM184C
54013,981_F7_4,ENSG00000164168,TMEM184C
35121,376_D5_1,ENSG00000115616,SLC9A2
35121,376_D5_2,ENSG00000115616,SLC9A2
66879,2100_D4_2,ENSG00000173585,CCR9
66879,2100_D4_3,ENSG00000173585,CCR9
7754,637_D9_1,ENSG00000104814,MAP4K1
7754,637_D9_2,ENSG00000104814,MAP4K1
24122,197_C4_1,ENSG00000006652,IFRD1
24122,197_C4_2,ENSG00000006652,IFRD1
59676,1234_A4_1,ENSG00000179922,ZNF784
59676,1234_A4_3,ENSG00000179922,ZNF784
55200,874_B6_2,ENSG00000127507,ADGRE2
55200,874_B6_4,ENSG00000127507,ADGRE2
28700,264_C10_1,ENSG00000143256,PFDN2
28700,264_C10_2,ENSG00000143256,PFDN2
58304,980_D11_1,ENSG00000143256,PFDN2
58304,980_D11_2,ENSG00000143256,PFDN2
28977,320_C2_1,ENSG00000196152,ZNF79
28977,320_C2_2,ENSG00000196152,ZNF79
60942,1138_G4_1,ENSG00000171451,DSEL
60942,1138_G4_2,ENSG00000171451,DSEL
55323,875_E8_1,ENSG00000189043,NDUFA4
55323,875_E8_2,ENSG00000189043,NDUFA4
37896,453_G1_1,ENSG00000037474,NSUN2
37896,453_G1_2,ENSG00000037474,NSUN2
65375,1234_B7_1,ENSG00000172922,RNASEH2C
65375,1234_B7_2,ENSG00000172922,RNASEH2C
36162,392_E6_2,ENSG00000158411,MITD1
36162,392_E6_3,ENSG00000158411,MITD1
36163,596_E9_4,ENSG00000158411,MITD1
36163,596_E9_5,ENSG00000158411,MITD1
11827,613_A8_2,ENSG00000184402,SS18L1
11827,613_A8_3,ENSG00000184402,SS18L1
59046,1105_D9_1,ENSG00000184402,SS18L1
59046,1105_D9_2,ENSG00000184402,SS18L1
53770,872_B10_1,ENSG00000122194,PLG
53770,872_B10_2,ENSG00000122194,PLG
66743,1972_E4_6_cr5e15f06b8d6de,ENSG00000230778,ANKRD63
66743,1972_E4_29_cr5e15f06b8e5f8,ENSG00000230778,ANKRD63
47611,1521_F5_1,ENSG00000088053,GP6
47611,1521_F5_4,ENSG00000088053,GP6
17292,139_A9_1,ENSG00000176597,B3GNT5
17292,139_A9_2,ENSG00000176597,B3GNT5
41722,494_H1_1,ENSG00000105254,TBCB
41722,494_H1_2,ENSG00000105254,TBCB
31818,847_G3_2,ENSG00000106070,GRB10
31818,847_G3_3,ENSG00000106070,GRB10
2885,92_A7_1,ENSG00000164117,FBXO8
2885,92_A7_2,ENSG00000164117,FBXO8
70485,1377_A12_2,ENSG00000180440,SERTM1
70485,1377_A12_3,ENSG00000180440,SERTM1
38812,490_F12_1,ENSG00000124243,BCAS4
38812,490_F12_2,ENSG00000124243,BCAS4
38474,443_G4_1,ENSG00000049449,RCN1
38474,443_G4_2,ENSG00000049449,RCN1
4293,653_E2_2,ENSG00000100401,RANGAP1
4293,653_E2_3,ENSG00000100401,RANGAP1
50110,776_A8_2,ENSG00000100401,RANGAP1
50110,776_A8_4,ENSG00000100401,RANGAP1
62034,1106_H1_2,ENSG00000100401,RANGAP1
62034,1106_H1_3,ENSG00000100401,RANGAP1
7097,44_D3_1,ENSG00000127947,PTPN12
7097,44_D3_2,ENSG00000127947,PTPN12
39935,1949_H7_1,ENSG00000140365,COMMD4
39935,1949_H7_3,ENSG00000140365,COMMD4
51548,802_G9_1,ENSG00000165376,CLDN2
51548,802_G9_2,ENSG00000165376,CLDN2
48012,1864_A8_35,ENSG00000197405,C5AR1
48012,1864_A8_36,ENSG00000197405,C5AR1
3324,32_C8_1,ENSG00000155380,SLC16A1
3324,32_C8_2,ENSG00000155380,SLC16A1
3324,si9_A8_3,ENSG00000155380,SLC16A1
3324,si9_A8_4,ENSG00000155380,SLC16A1
3324,si9_A9_1,ENSG00000155380,SLC16A1
3324,si9_A9_4,ENSG00000155380,SLC16A1
17489,932_A5_1,ENSG00000155380,SLC16A1
17489,932_A5_2,ENSG00000155380,SLC16A1
71055,1351_A7_1,ENSG00000155380,SLC16A1
71055,1351_A7_3,ENSG00000155380,SLC16A1
30232,275_A11_1,ENSG00000135297,MTO1
30232,275_A11_2,ENSG00000135297,MTO1
41673,1057_G12_1,ENSG00000215421,ZNF407
41673,1057_G12_2,ENSG00000215421,ZNF407
27280,260_B8_1,ENSG00000097007,ABL1
27280,260_B8_2,ENSG00000097007,ABL1
28409,497_A9_1,ENSG00000097007,ABL1
28409,497_A9_2,ENSG00000097007,ABL1
28510,272_A2_2,ENSG00000160753,RUSC1
28510,272_A2_1,ENSG00000160753,RUSC1
29923,272_D6_1,ENSG00000160753,RUSC1
29923,272_D6_2,ENSG00000160753,RUSC1
64001,1132_E9_1,ENSG00000181830,SLC35C1
64001,1132_E9_2,ENSG00000181830,SLC35C1
43801,498_D4_3,ENSG00000164708,PGAM2
43801,498_D4_4,ENSG00000164708,PGAM2
50314,1562_C10_1,ENSG00000164708,PGAM2
50314,1562_C10_2,ENSG00000164708,PGAM2
48185,725_A8_1,ENSG00000110660,SLC35F2
48185,725_A8_2,ENSG00000110660,SLC35F2
39477,493_E2_1,ENSG00000158077,NLRP14
39477,493_E2_2,ENSG00000158077,NLRP14
43991,727_E1_1,ENSG00000244274,DBNDD2
43991,727_E1_2,ENSG00000244274,DBNDD2
19703,1888_E9_1,ENSG00000103479,RBL2
19703,1888_E9_3,ENSG00000103479,RBL2
19143,247_E1_1,ENSG00000180353,HCLS1
19143,247_E1_2,ENSG00000180353,HCLS1
70608,1886_E2_1,ENSG00000181291,TMEM132E
70608,1886_E2_2,ENSG00000181291,TMEM132E
41533,494_B3_1,ENSG00000103061,SLC7A6OS
41533,494_B3_2,ENSG00000103061,SLC7A6OS
43327,860_G6_2,ENSG00000189127,ANKRD34B
43327,860_G6_3,ENSG00000189127,ANKRD34B
49476,726_A4_2,ENSG00000131148,EMC8
49476,726_A4_3,ENSG00000131148,EMC8
39322,517_F11_1,ENSG00000111300,NAA25
39322,517_F11_4,ENSG00000111300,NAA25
26388,631_C4_1,ENSG00000079432,CIC
26388,631_C4_2,ENSG00000079432,CIC
44341,981_H10_1,ENSG00000079432,CIC
44341,981_H10_2,ENSG00000079432,CIC
64725,1286_E5_1,ENSG00000079432,CIC
64725,1286_E5_2,ENSG00000079432,CIC
20446,220_H2_1,ENSG00000189269,DRICH1
20446,220_H2_2,ENSG00000189269,DRICH1
65411,1234_D5_1,ENSG00000160785,SLC25A44
65411,1234_D5_3,ENSG00000160785,SLC25A44
57253,954_H5_1,ENSG00000152784,PRDM8
57253,954_H5_2,ENSG00000152784,PRDM8
67181,1754_D3_31,ENSG00000155868,MED7
67181,1754_D3_32,ENSG00000155868,MED7
31127,321_H3_3,ENSG00000196418,ZNF124
31127,321_H3_4,ENSG00000196418,ZNF124
35747,442_F5_1,ENSG00000171757,LRRC34
35747,442_F5_2,ENSG00000171757,LRRC34
17842,620_C11_2,ENSG00000136160,EDNRB
17842,620_C11_3,ENSG00000136160,EDNRB
37763,1976_B7_1,ENSG00000152670,DDX4
37763,1976_B7_2,ENSG00000152670,DDX4
28498,257_A7_1,ENSG00000162688,AGL
28498,257_A7_2,ENSG00000162688,AGL
54340,834_D6_1,ENSG00000162688,AGL
54340,834_D6_2,ENSG00000162688,AGL
62824,1141_E6_1,ENSG00000054967,RELT
62824,1141_E6_2,ENSG00000054967,RELT
71518,1347_D3_1,ENSG00000054967,RELT
71518,1347_D3_2,ENSG00000054967,RELT
48212,981_E9_1,ENSG00000166415,WDR72
48212,981_E9_2,ENSG00000166415,WDR72
19515,247_A2_1,ENSG00000106012,IQCE
19515,247_A2_2,ENSG00000106012,IQCE
46719,845_D11_2,ENSG00000131725,WDR44
46719,845_D11_5,ENSG00000131725,WDR44
4856,10_E3_1,ENSG00000138448,ITGAV
4856,10_E3_2,ENSG00000138448,ITGAV
308,667_A5_1,ENSG00000105173,CCNE1
308,667_A5_2,ENSG00000105173,CCNE1
18169,247_C1_1,ENSG00000105173,CCNE1
18169,247_C1_2,ENSG00000105173,CCNE1
19762,1037_C2_1,ENSG00000110987,BCL7A
19762,1037_C2_3,ENSG00000110987,BCL7A
50903,1345_D4_1,ENSG00000145358,DDIT4L
50903,1345_D4_4,ENSG00000145358,DDIT4L
50977,761_D9_1,ENSG00000104131,EIF3J
50977,761_D9_2,ENSG00000104131,EIF3J
50977,si10_A1_1,ENSG00000104131,EIF3J
50977,si10_A1_2,ENSG00000104131,EIF3J
50977,si10_A3_1,ENSG00000104131,EIF3J
50977,si10_A3_2,ENSG00000104131,EIF3J
7584,1913_B4_1,ENSG00000196878,LAMB3
7584,1913_B4_2,ENSG00000196878,LAMB3
66812,1754_C7_8_cr57f3ecc6df43b,ENSG00000255154,HTD2
66812,1754_C7_13_cr57f3ecd0892d7,ENSG00000255154,HTD2
9137,1617_E2_1,ENSG00000123191,ATP7B
9137,1617_E2_2,ENSG00000123191,ATP7B
65279,1522_C11_3,ENSG00000065675,PRKCQ
65279,1522_C11_4,ENSG00000065675,PRKCQ
73098,1568_F11_1,ENSG00000065675,PRKCQ
73098,1568_F11_2,ENSG00000065675,PRKCQ
66627,2016_D1_12_cr5f636b8eb7bad,ENSG00000249693,THEGL
66627,2016_D1_20_cr5f636b8eb7ff4,ENSG00000249693,THEGL
850,17_B1_1,ENSG00000196943,NOP9
850,17_B1_2,ENSG00000196943,NOP9
64616,1244_F2_7,ENSG00000102243,VGLL1
64616,1244_F2_8,ENSG00000102243,VGLL1
46597,777_A7_1,ENSG00000068305,MEF2A
46597,777_A7_2,ENSG00000068305,MEF2A
56563,914_B8_1,ENSG00000068305,MEF2A
56563,914_B8_2,ENSG00000068305,MEF2A
14967,123_A10_1,ENSG00000074803,SLC12A1
14967,123_A10_2,ENSG00000074803,SLC12A1
52795,2116_D1_1,ENSG00000234511,C5orf58
52795,2116_D1_2,ENSG00000234511,C5orf58
31956,1868_D10_35,ENSG00000083123,BCKDHB
31956,1868_D10_37,ENSG00000083123,BCKDHB
39046,442_A10_2,ENSG00000172586,CHCHD1
39046,442_A10_3,ENSG00000172586,CHCHD1
42627,532_B1_1,ENSG00000130701,RBBP8NL
42627,532_B1_2,ENSG00000130701,RBBP8NL
55729,912_A5_1,ENSG00000096384,HSP90AB1
55729,912_A5_2,ENSG00000096384,HSP90AB1
78297,1976_H9_4,ENSG00000136839,OR13C9
78297,1976_H9_5,ENSG00000136839,OR13C9
46767,771_G6_1,ENSG00000183617,MRPL54
46767,771_G6_2,ENSG00000183617,MRPL54
75251,1861_F8_12_cr5aeb597a3dea3,ENSG00000163993,S100P
75251,1861_F8_17_cr5aeb597a3f1f2,ENSG00000163993,S100P
7722,26_B6_1,ENSG00000073417,PDE8A
7722,26_B6_2,ENSG00000073417,PDE8A
60243,1468_H10_1,ENSG00000140396,NCOA2
60243,1468_H10_3,ENSG00000140396,NCOA2
21667,148_G4_1,ENSG00000139718,SETD1B
21667,148_G4_2,ENSG00000139718,SETD1B
39932,491_A10_1,ENSG00000140395,SKIC8
39932,491_A10_2,ENSG00000140395,SKIC8
40065,542_H4_1,ENSG00000140395,SKIC8
40065,542_H4_2,ENSG00000140395,SKIC8
3257,1893_H2_9_cr5bbcbe4f64566,ENSG00000152804,HHEX
3257,1893_H2_18_cr5bbcbe4f64b73,ENSG00000152804,HHEX
31970,777_B4_1,ENSG00000189241,TSPYL1
31970,777_B4_9,ENSG00000189241,TSPYL1
42485,711_E2_1,ENSG00000011243,AKAP8L
42485,711_E2_2,ENSG00000011243,AKAP8L
50574,845_G2_1,ENSG00000198042,MAK16
50574,845_G2_2,ENSG00000198042,MAK16
1231,26_D9_1,ENSG00000254087,LYN
1231,26_D9_2,ENSG00000254087,LYN
1933,1972_H1_3_cr5e16f84a91969,ENSG00000173546,CSPG4
1933,1972_H1_17_cr5e16f84a92019,ENSG00000173546,CSPG4
50008,782_C2_1,ENSG00000173546,CSPG4
50008,782_C2_2,ENSG00000173546,CSPG4
62452,1191_B7_1,ENSG00000275896,PRSS2
62452,1191_B7_2,ENSG00000275896,PRSS2
59511,1103_G1_1,ENSG00000140044,JDP2
59511,1103_G1_2,ENSG00000140044,JDP2
34665,1019_A6_1,ENSG00000138434,ITPRID2
34665,1019_A6_2,ENSG00000138434,ITPRID2
46840,737_A4_2,ENSG00000172780,RAB43
46840,737_A4_3,ENSG00000172780,RAB43
71751,1865_G10_4,ENSG00000113048,MRPS27
71751,1865_G10_5,ENSG00000113048,MRPS27
24756,232_A8_1,ENSG00000168172,HOOK3
24756,232_A8_2,ENSG00000168172,HOOK3
70550,1351_H6_1,ENSG00000149503,INCENP
70550,1351_H6_6,ENSG00000149503,INCENP
41664,491_F1_1,ENSG00000117877,POLR1G
41664,491_F1_3,ENSG00000117877,POLR1G
41734,542_A9_1,ENSG00000117877,POLR1G
41734,542_A9_2,ENSG00000117877,POLR1G
40092,412_G10_1,ENSG00000178922,HYI
40092,412_G10_2,ENSG00000178922,HYI
75145,1542_F6_1,ENSG00000142583,SLC2A5
75145,1542_F6_2,ENSG00000142583,SLC2A5
426,91_A9_1,ENSG00000269335,IKBKG
426,91_A9_2,ENSG00000269335,IKBKG
10373,993_A3_1,ENSG00000269335,IKBKG
10373,993_A3_2,ENSG00000269335,IKBKG
15701,129_F3_1,ENSG00000152822,GRM1
15701,129_F3_2,ENSG00000152822,GRM1
46943,573_G2_3,ENSG00000284194,SCO2
46943,573_G2_4,ENSG00000284194,SCO2
38082,443_D4_1,ENSG00000042317,SPATA7
38082,443_D4_2,ENSG00000042317,SPATA7
22532,248_G11_1,ENSG00000154760,SLFN13
22532,248_G11_2,ENSG00000154760,SLFN13
50459,726_B5_4,ENSG00000108107,RPL28
50459,726_B5_5,ENSG00000108107,RPL28
35493,381_G8_1,ENSG00000163637,PRICKLE2
35493,381_G8_2,ENSG00000163637,PRICKLE2
61478,1106_C10_1,ENSG00000204304,PBX2
61478,1106_C10_3,ENSG00000204304,PBX2
65535,1377_E7_2,ENSG00000103056,SMPD3
65535,1377_E7_3,ENSG00000103056,SMPD3
69383,1377_A9_2,ENSG00000103056,SMPD3
69383,1377_A9_3,ENSG00000103056,SMPD3
42511,465_G6_1,ENSG00000159871,LYPD5
42511,465_G6_2,ENSG00000159871,LYPD5
31087,331_F1_1,ENSG00000169418,NPR1
31087,331_F1_3,ENSG00000169418,NPR1
18679,117_B2_1,ENSG00000113319,RASGRF2
18679,117_B2_2,ENSG00000113319,RASGRF2
9966,970_E1_1,ENSG00000106624,AEBP1
9966,970_E1_5,ENSG00000106624,AEBP1
47724,884_G8_1,ENSG00000106624,AEBP1
47724,884_G8_7,ENSG00000106624,AEBP1
4270,669_E5_3,ENSG00000089685,BIRC5
4270,669_E5_5,ENSG00000089685,BIRC5
71758,1736_C2_2_cr5805da129b3f8,ENSG00000149451,ADAM33
71758,1736_C2_12_cr5805da1bef5b3,ENSG00000149451,ADAM33
25717,583_H7_1,ENSG00000178404,CEP295NL
25717,583_H7_2,ENSG00000178404,CEP295NL
16562,132_D2_1,ENSG00000136986,DERL1
16562,132_D2_2,ENSG00000136986,DERL1
25071,226_E8_1,ENSG00000037637,FBXO42
25071,226_E8_2,ENSG00000037637,FBXO42
12416,637_D4_7,ENSG00000109111,SUPT6H
12416,637_D4_9,ENSG00000109111,SUPT6H
36382,761_C3_1,ENSG00000109111,SUPT6H
36382,761_C3_2,ENSG00000109111,SUPT6H
40736,758_F7_1,ENSG00000111664,GNB3
40736,758_F7_2,ENSG00000111664,GNB3
6312,7_C1_1,ENSG00000240682,ISY1
6312,7_C1_2,ENSG00000240682,ISY1
16995,139_C2_1,ENSG00000240682,ISY1
16995,139_C2_2,ENSG00000240682,ISY1
60078,1431_D5_1,ENSG00000285814,FAM90A14
60078,1431_D5_2,ENSG00000285814,FAM90A14
19556,185_H5_1,ENSG00000143921,ABCG8
19556,185_H5_2,ENSG00000143921,ABCG8
62662,1141_F3_1,ENSG00000066697,MSANTD3
62662,1141_F3_2,ENSG00000066697,MSANTD3
55938,1016_F2_2,ENSG00000130598,TNNI2
55938,1016_F2_4,ENSG00000130598,TNNI2
62142,1286_B4_1,ENSG00000168564,CDKN2AIP
62142,1286_B4_2,ENSG00000168564,CDKN2AIP
16894,202_B8_1,ENSG00000160255,ITGB2
16894,202_B8_2,ENSG00000160255,ITGB2
3531,41_A1_1,ENSG00000155463,OXA1L
3531,41_A1_2,ENSG00000155463,OXA1L
56111,994_B1_1,ENSG00000152270,PDE3B
56111,994_B1_2,ENSG00000152270,PDE3B
47832,1366_A6_6,ENSG00000183632,TP53TG3
47832,1366_A6_7,ENSG00000183632,TP53TG3
60916,1933_C1_2_cr5d0b8df6b0c53,ENSG00000183632,TP53TG3
60916,1933_C1_27_cr5d0b8df6b0dc1,ENSG00000183632,TP53TG3
61103,1103_H7_1,ENSG00000143515,ATP8B2
61103,1103_H7_2,ENSG00000143515,ATP8B2
78535,1822_B1_1,ENSG00000170502,NUDT9
78535,1822_B1_3,ENSG00000170502,NUDT9
62215,1106_A6_1,ENSG00000284917,EEF1AKMT4-ECE2
62215,1106_A6_2,ENSG00000284917,EEF1AKMT4-ECE2
6937,7_H3_1,ENSG00000103404,USP31
6937,7_H3_2,ENSG00000103404,USP31
10570,87_D2_1,ENSG00000163840,DTX3L
10570,87_D2_2,ENSG00000163840,DTX3L
73759,1496_B7_1,ENSG00000070019,GUCY2C
73759,1496_B7_3,ENSG00000070019,GUCY2C
4021,73_F4_1,ENSG00000275023,MLLT6
4021,73_F4_2,ENSG00000275023,MLLT6
45683,1397_A4_1,ENSG00000268447,SSX2B
45683,1397_A4_3,ENSG00000268447,SSX2B
24639,1888_B1_2,ENSG00000067533,RRP15
24639,1888_B1_3,ENSG00000067533,RRP15
9794,1001_A9_1,ENSG00000087274,ADD1
9794,1001_A9_2,ENSG00000087274,ADD1
35873,739_H2_2,ENSG00000087274,ADD1
35873,739_H2_4,ENSG00000087274,ADD1
50513,1737_E8_2_cr580653fbd70ba,ENSG00000124568,SLC17A1
50513,1737_E8_7_cr5806540520527,ENSG00000124568,SLC17A1
39138,442_D10_1,ENSG00000163827,LRRC2
39138,442_D10_3,ENSG00000163827,LRRC2
64844,1935_E5_1,ENSG00000163827,LRRC2
64844,1935_E5_3,ENSG00000163827,LRRC2
41783,492_H7_1,ENSG00000115282,TTC31
41783,492_H7_2,ENSG00000115282,TTC31
10089,1901_G4_3,ENSG00000158352,SHROOM4
10089,1901_G4_4,ENSG00000158352,SHROOM4
65317,1286_E6_1,ENSG00000109586,GALNT7
65317,1286_E6_2,ENSG00000109586,GALNT7
54532,966_G1_2,ENSG00000182149,IST1
54532,966_G1_3,ENSG00000182149,IST1
12180,613_H1_1,ENSG00000184900,SUMO3
12180,613_H1_2,ENSG00000184900,SUMO3
42123,758_E8_3,ENSG00000184900,SUMO3
42123,758_E8_4,ENSG00000184900,SUMO3
48064,794_F1_1,ENSG00000184900,SUMO3
48064,794_F1_2,ENSG00000184900,SUMO3
73096,1409_B9_2,ENSG00000167523,SPATA33
73096,1409_B9_4,ENSG00000167523,SPATA33
8216,91_E6_1,ENSG00000101310,SEC23B
8216,91_E6_2,ENSG00000101310,SEC23B
18173,151_B7_1,ENSG00000164284,GRPEL2
18173,151_B7_2,ENSG00000164284,GRPEL2
30711,551_H9_1,ENSG00000102030,NAA10
30711,551_H9_2,ENSG00000102030,NAA10
37738,783_B10_1,ENSG00000164136,IL15
37738,783_B10_2,ENSG00000164136,IL15
24229,182_D11_1,ENSG00000125449,ARMC7
24229,182_D11_2,ENSG00000125449,ARMC7
53076,832_C10_1,ENSG00000125449,ARMC7
53076,832_C10_2,ENSG00000125449,ARMC7
